seller_id,seller_registration_dt,seller_first_sale_dt,seller_main_category,seller_region_cluster,seller_size_bucket,fulfillment_model,seller_manager_region,seller_onboarding_channel,seller_has_logo_flag
101343,2024-09-29,2024-10-29,Дом,Центр,medium,mixed,center,organic,1
101344,2024-01-18,2024-01-24,Обувь,Москва и МО,small,FBS,east,partner,1
101345,2024-01-22,2024-02-25,Одежда,Поволжье,micro,mixed,east,partner,1
101346,2023-11-11,2024-01-24,Электроника,Поволжье,micro,FBO,west,organic,1
101347,2025-09-23,2025-10-04,Товары для животных,Москва и МО,medium,mixed,center,organic,0
101348,2024-06-13,2024-06-26,Красота,Центр,large,mixed,west,organic,1
101349,2025-07-17,2025-09-03,Спорт,Москва и МО,small,FBS,south,referral,1
101350,2024-10-14,2025-01-10,Аксессуары,Москва и МО,medium,mixed,center,organic,0
101351,2023-09-15,2023-10-07,Аксессуары,Москва и МО,small,FBO,north,organic,1
101352,2025-12-02,2025-12-17,Детские товары,Юг,micro,mixed,center,offline_event,1
101353,2026-01-21,2026-02-07,Одежда,Санкт-Петербург,medium,mixed,center,organic,0
101354,2025-08-02,2025-08-08,Спорт,Москва и МО,large,FBO,south,ads,0
101355,2025-07-28,2025-08-06,Красота,Центр,micro,mixed,east,offline_event,1
101356,2024-03-27,2024-04-23,Одежда,Сибирь,medium,FBS,west,organic,1
101357,2023-08-23,2023-09-08,Канцелярия,Дальний Восток,small,FBS,center,organic,1
101358,2025-09-13,2025-11-13,Одежда,Сибирь,micro,FBS,south,partner,0
101359,2024-10-31,2024-11-21,Одежда,Центр,micro,FBO,center,organic,1
101360,2025-11-24,2025-12-24,Электроника,Юг,small,FBS,center,organic,1
101361,2023-09-11,2023-09-17,Дом,Москва и МО,small,FBS,east,organic,0
101362,2025-06-17,2025-07-05,Одежда,Центр,micro,FBO,south,partner,1
101363,2026-02-18,2026-03-13,Товары для животных,Урал,small,mixed,north,partner,1
101364,2025-08-15,2025-09-17,Одежда,Центр,small,FBS,north,organic,1
101365,2025-09-12,2025-11-09,Обувь,Центр,micro,FBO,east,offline_event,1
101366,2024-11-28,2024-12-16,Обувь,Сибирь,micro,FBS,south,organic,1
101367,2024-07-16,2024-07-31,Одежда,Юг,medium,FBO,south,organic,1
101368,2024-12-16,2025-01-08,Одежда,Москва и МО,micro,FBS,east,referral,1
101369,2025-05-16,2025-07-08,Одежда,Поволжье,large,FBS,west,partner,0
101370,2025-04-23,2025-04-25,Одежда,Поволжье,micro,FBS,north,organic,1
101371,2025-12-04,2026-01-30,Одежда,Поволжье,small,mixed,center,offline_event,1
101372,2026-01-17,2026-01-26,Электроника,Москва и МО,large,FBS,center,referral,1
101373,2023-09-18,2023-10-01,Одежда,Санкт-Петербург,small,FBS,north,organic,1
101374,2025-02-03,2025-03-25,Электроника,Москва и МО,large,FBS,west,organic,1
101375,2025-01-19,2025-02-20,Дом,Юг,micro,FBO,south,partner,1
101376,2024-09-10,2024-10-09,Канцелярия,Москва и МО,small,FBS,center,organic,1
101377,2025-04-22,2025-05-31,Красота,Юг,micro,FBO,south,referral,1
101378,2025-12-02,2025-12-25,Одежда,Центр,micro,mixed,north,ads,1
101379,2024-11-20,2024-12-14,Одежда,Урал,small,FBS,center,offline_event,1
101380,2025-07-20,2025-08-05,Аксессуары,Центр,micro,FBS,center,organic,1
101381,2024-06-23,2024-07-28,Одежда,Москва и МО,medium,mixed,west,organic,1
101382,2023-11-17,2023-12-04,Одежда,Центр,micro,FBO,west,organic,1
101383,2023-10-17,2023-11-14,Дом,Поволжье,medium,FBO,center,ads,1
101384,2024-10-25,2024-12-12,Одежда,Москва и МО,micro,FBO,center,organic,1
101385,2023-12-31,2024-01-09,Канцелярия,Центр,small,FBO,south,referral,0
101386,2025-04-21,2025-05-17,Одежда,Центр,micro,FBO,west,organic,0
101387,2025-03-19,2025-04-23,Красота,Москва и МО,micro,FBO,north,organic,1
101388,2025-12-07,2026-03-01,Одежда,Санкт-Петербург,small,FBO,center,partner,1
101389,2025-07-23,2025-09-23,Аксессуары,Центр,small,FBO,center,organic,0
101390,2024-07-05,2024-07-22,Красота,Центр,micro,mixed,center,ads,1
101391,2025-05-05,2025-05-08,Одежда,Москва и МО,micro,FBS,north,ads,1
101392,2025-01-15,2025-02-23,Одежда,Москва и МО,medium,FBS,west,ads,1
101393,2025-03-26,2025-04-10,Красота,Москва и МО,large,FBS,center,referral,1
101394,2025-11-23,2025-12-29,Красота,Урал,micro,FBS,east,partner,1
101395,2024-03-30,2024-05-07,Красота,Москва и МО,large,FBS,east,organic,1
101396,2023-10-05,2023-11-27,Дом,Москва и МО,small,FBO,east,organic,1
101397,2023-11-16,2023-12-03,Канцелярия,Сибирь,large,mixed,east,referral,1
101398,2023-10-03,2023-12-12,Спорт,Юг,micro,FBO,center,organic,1
101399,2024-03-13,2024-05-17,Одежда,Санкт-Петербург,micro,FBO,west,referral,1
101400,2025-03-24,2025-04-15,Аксессуары,Поволжье,micro,FBO,east,ads,1
101401,2023-09-10,2023-09-13,Одежда,Москва и МО,small,FBO,east,ads,1
101402,2025-10-25,2025-12-01,Товары для животных,Юг,micro,FBO,center,partner,0
101403,2024-08-22,2024-09-21,Обувь,Сибирь,micro,FBO,south,partner,1
101404,2024-02-18,2024-03-07,Электроника,Поволжье,medium,mixed,south,offline_event,1
101405,2025-08-30,2025-10-15,Одежда,Поволжье,micro,FBS,center,organic,1
101406,2026-02-25,2026-03-20,Красота,Поволжье,small,FBS,south,referral,0
101407,2024-01-13,2024-02-21,Обувь,Урал,micro,FBO,center,partner,1
101408,2025-07-20,2025-10-16,Спорт,Сибирь,micro,FBS,center,organic,1
101409,2025-09-24,2025-09-29,Обувь,Поволжье,micro,FBO,south,organic,1
101410,2025-10-11,2025-11-21,Одежда,Москва и МО,small,FBS,center,referral,1
101411,2023-10-27,2023-11-14,Спорт,Сибирь,small,mixed,south,ads,1
101412,2025-02-12,2025-03-11,Обувь,Санкт-Петербург,small,mixed,west,organic,1
101413,2025-04-19,2025-04-28,Красота,Центр,medium,FBO,center,partner,1
101414,2024-09-29,2024-10-13,Обувь,Юг,small,mixed,north,organic,1
101415,2025-06-17,2025-07-06,Электроника,Урал,micro,FBS,east,referral,1
101416,2024-10-28,2024-11-04,Дом,Сибирь,micro,FBO,north,organic,1
101417,2025-07-10,2025-07-27,Одежда,Санкт-Петербург,micro,FBO,north,offline_event,0
101418,2023-10-07,2023-12-18,Аксессуары,Центр,large,FBS,north,referral,1
101419,2025-09-26,2025-10-27,Электроника,Москва и МО,micro,FBS,north,organic,1
101420,2024-05-05,2024-05-30,Электроника,Сибирь,micro,FBS,west,ads,1
101421,2025-10-10,2025-11-02,Дом,Москва и МО,micro,FBO,south,organic,1
101422,2023-11-16,2023-11-28,Одежда,Сибирь,micro,FBS,center,ads,0
101423,2023-10-01,2023-10-24,Одежда,Центр,large,FBO,center,organic,1
101424,2024-10-15,2024-10-29,Дом,Урал,small,FBS,west,ads,1
101425,2023-08-26,2023-09-23,Дом,Центр,small,FBO,west,referral,1
101426,2024-06-01,2024-07-10,Одежда,Сибирь,micro,FBO,north,ads,1
101427,2025-03-10,2025-04-16,Одежда,Центр,micro,mixed,center,organic,1
101428,2024-12-08,2025-01-05,Канцелярия,Юг,micro,FBS,north,organic,1
101429,2026-01-06,2026-03-02,Спорт,Юг,small,FBS,north,ads,1
101430,2024-11-27,2024-12-04,Электроника,Санкт-Петербург,micro,FBO,north,ads,1
101431,2025-08-03,2025-10-10,Дом,Москва и МО,micro,FBS,north,organic,0
101432,2024-06-14,2024-07-22,Красота,Поволжье,small,FBO,south,organic,1
101433,2024-12-30,2025-01-21,Обувь,Поволжье,micro,FBS,south,referral,1
101434,2025-11-11,2025-12-19,Обувь,Москва и МО,small,mixed,east,organic,1
101435,2024-12-05,2024-12-16,Красота,Поволжье,micro,FBO,north,referral,1
101436,2025-11-07,2026-01-02,Одежда,Юг,micro,FBS,west,ads,1
101437,2025-01-11,2025-01-17,Красота,Центр,small,mixed,center,organic,0
101438,2025-12-15,2026-02-06,Одежда,Поволжье,micro,mixed,east,organic,0
101439,2023-12-04,2023-12-13,Одежда,Урал,micro,FBS,center,organic,1
101440,2024-11-25,2025-01-22,Детские товары,Поволжье,large,FBO,west,ads,1
101441,2024-09-13,2024-11-16,Обувь,Москва и МО,micro,FBS,center,partner,1
101442,2023-09-01,2023-09-28,Аксессуары,Центр,small,FBO,center,organic,1
101443,2025-10-27,2025-12-06,Красота,Москва и МО,micro,FBS,south,partner,0
101444,2024-08-06,2024-08-17,Товары для животных,Юг,small,FBO,east,partner,1
101445,2024-05-14,2024-08-10,Детские товары,Санкт-Петербург,micro,FBO,north,offline_event,1
101446,2024-12-07,2024-12-31,Канцелярия,Москва и МО,micro,FBO,center,partner,0
101447,2025-12-05,2025-12-20,Красота,Санкт-Петербург,medium,mixed,south,ads,1
101448,2025-07-23,2025-08-20,Дом,Сибирь,micro,FBS,east,organic,1
101449,2025-03-06,2025-03-27,Обувь,Москва и МО,micro,mixed,east,partner,1
101450,2025-05-11,2025-05-23,Дом,Дальний Восток,medium,FBO,west,referral,1
101451,2025-12-29,2026-01-26,Дом,Поволжье,micro,FBS,center,organic,1
101452,2024-09-22,2024-11-05,Товары для животных,Юг,small,FBO,east,referral,0
101453,2025-05-14,2025-06-04,Детские товары,Сибирь,small,FBO,center,organic,0
101454,2023-09-12,2023-09-19,Дом,Центр,micro,FBO,south,ads,1
101455,2025-08-28,2025-10-07,Красота,Юг,micro,FBS,south,referral,1
101456,2024-10-06,2024-10-10,Одежда,Юг,micro,FBS,center,organic,0
101457,2024-03-10,2024-03-31,Обувь,Поволжье,small,FBS,south,organic,1
101458,2023-07-23,2023-09-11,Одежда,Центр,micro,FBO,center,organic,0
101459,2025-06-28,2025-07-13,Одежда,Санкт-Петербург,medium,mixed,south,organic,1
101460,2023-08-23,2023-10-06,Детские товары,Санкт-Петербург,large,FBS,east,offline_event,0
101461,2026-03-05,2026-03-21,Спорт,Санкт-Петербург,small,FBO,south,ads,1
101462,2023-12-14,2024-01-12,Дом,Поволжье,small,mixed,east,ads,1
101463,2024-12-16,2025-02-08,Обувь,Центр,micro,FBS,north,partner,0
101464,2024-09-20,2024-10-01,Одежда,Юг,small,mixed,south,ads,1
101465,2025-02-21,2025-03-16,Дом,Санкт-Петербург,micro,FBS,south,offline_event,1
101466,2025-10-11,2025-11-06,Детские товары,Москва и МО,micro,mixed,east,partner,1
101467,2025-02-24,2025-04-06,Обувь,Поволжье,medium,FBS,south,referral,0
101468,2025-06-30,2025-07-15,Дом,Центр,large,FBS,west,ads,0
101469,2025-03-30,2025-05-01,Спорт,Поволжье,medium,FBO,east,partner,0
101470,2026-01-13,2026-03-03,Аксессуары,Центр,small,mixed,west,organic,1
101471,2024-08-11,2024-09-03,Красота,Санкт-Петербург,small,FBO,east,ads,1
101472,2024-11-16,2025-01-02,Одежда,Центр,micro,FBS,center,offline_event,1
101473,2025-05-29,2025-07-25,Дом,Санкт-Петербург,micro,FBS,east,organic,1
101474,2024-08-16,2024-09-01,Спорт,Санкт-Петербург,micro,mixed,east,partner,0
101475,2023-10-31,2023-12-14,Дом,Москва и МО,medium,FBS,south,partner,1
101476,2024-02-17,2024-03-12,Одежда,Москва и МО,micro,FBO,west,ads,1
101477,2024-05-17,2024-05-26,Красота,Сибирь,small,FBS,south,offline_event,1
101478,2025-12-17,2026-01-09,Электроника,Поволжье,small,FBO,center,organic,1
101479,2024-07-11,2024-07-17,Красота,Юг,small,FBO,center,referral,1
101480,2024-02-28,2024-03-13,Канцелярия,Санкт-Петербург,micro,FBO,south,referral,0
101481,2023-08-23,2023-08-27,Детские товары,Центр,small,FBO,center,organic,1
101482,2024-09-17,2024-10-03,Детские товары,Москва и МО,micro,FBS,south,ads,0
101483,2024-08-23,2024-10-21,Спорт,Дальний Восток,micro,FBO,north,organic,1
101484,2024-04-05,2024-05-27,Детские товары,Москва и МО,micro,FBS,north,offline_event,1
101485,2026-02-02,2026-02-09,Детские товары,Центр,micro,FBS,south,organic,1
101486,2024-04-01,2024-05-02,Канцелярия,Санкт-Петербург,small,FBS,north,offline_event,1
101487,2023-09-15,2023-10-05,Товары для животных,Юг,small,FBS,north,organic,1
101488,2023-09-24,2023-10-29,Спорт,Москва и МО,micro,FBO,west,ads,0
101489,2025-08-23,2025-09-04,Дом,Сибирь,micro,FBS,west,organic,1
101490,2024-02-15,2024-03-16,Одежда,Центр,micro,FBS,east,organic,1
101491,2026-02-24,2026-03-23,Детские товары,Урал,small,FBS,north,referral,0
101492,2024-02-26,2024-04-05,Электроника,Поволжье,small,mixed,south,organic,1
101493,2025-03-06,2025-03-23,Дом,Поволжье,micro,FBS,east,partner,1
101494,2026-02-20,2026-03-14,Дом,Центр,medium,FBS,south,referral,1
101495,2024-11-02,2024-12-05,Электроника,Центр,micro,mixed,center,organic,1
101496,2024-03-25,2024-05-01,Электроника,Москва и МО,micro,FBO,south,offline_event,1
101497,2023-11-02,2023-11-29,Обувь,Дальний Восток,micro,FBS,center,offline_event,1
101498,2025-06-17,2025-07-01,Спорт,Центр,small,FBS,center,organic,0
101499,2025-12-22,2026-01-22,Дом,Поволжье,small,FBO,west,organic,1
101500,2025-07-22,2025-07-27,Одежда,Москва и МО,medium,FBO,south,referral,1
101501,2023-10-17,2023-11-19,Одежда,Санкт-Петербург,small,FBS,south,organic,0
101502,2024-06-09,2024-06-16,Дом,Урал,small,FBO,north,offline_event,1
101503,2023-07-05,2023-08-28,Одежда,Москва и МО,micro,FBO,east,partner,1
101504,2025-04-21,2025-05-06,Обувь,Москва и МО,small,FBS,north,offline_event,1
101505,2023-12-10,2023-12-29,Одежда,Сибирь,small,FBO,south,organic,1
101506,2024-03-26,2024-05-07,Дом,Москва и МО,micro,FBS,center,partner,1
101507,2024-08-25,2024-09-17,Электроника,Юг,micro,FBO,east,organic,0
101508,2025-05-06,2025-05-20,Одежда,Москва и МО,micro,FBS,center,organic,1
101509,2024-03-22,2024-04-26,Аксессуары,Поволжье,medium,FBO,west,ads,1
101510,2025-11-30,2026-01-20,Одежда,Москва и МО,micro,FBO,east,ads,1
101511,2024-10-06,2024-11-17,Канцелярия,Санкт-Петербург,medium,FBO,north,partner,1
101512,2024-09-11,2024-10-07,Красота,Санкт-Петербург,micro,FBO,north,organic,1
101513,2023-12-22,2023-12-30,Электроника,Юг,small,FBS,center,organic,1
101514,2025-12-14,2026-01-25,Электроника,Москва и МО,small,FBS,west,ads,0
101515,2026-02-22,2026-03-18,Аксессуары,Санкт-Петербург,micro,FBO,south,referral,1
101516,2025-11-10,2025-12-03,Канцелярия,Поволжье,micro,FBS,south,referral,1
101517,2023-07-09,2023-07-22,Спорт,Юг,micro,FBS,center,organic,1
101518,2025-04-16,2025-06-03,Товары для животных,Поволжье,large,FBO,north,partner,0
101519,2026-02-12,2026-03-22,Дом,Поволжье,medium,mixed,center,organic,1
101520,2025-01-02,2025-01-10,Красота,Поволжье,micro,FBS,center,organic,1
101521,2023-07-18,2023-07-25,Электроника,Санкт-Петербург,small,FBO,center,partner,1
101522,2025-06-07,2025-07-13,Аксессуары,Поволжье,medium,FBO,center,referral,1
101523,2023-10-09,2023-11-06,Обувь,Поволжье,small,FBS,east,ads,1
101524,2024-08-02,2024-09-14,Товары для животных,Поволжье,medium,mixed,center,offline_event,1
101525,2024-02-23,2024-03-28,Обувь,Москва и МО,micro,FBS,west,ads,1
101526,2023-11-23,2023-12-06,Дом,Урал,small,mixed,east,organic,1
101527,2024-03-31,2024-04-02,Красота,Урал,small,mixed,center,organic,1
101528,2026-03-14,2026-03-28,Товары для животных,Москва и МО,micro,FBS,center,organic,1
101529,2026-03-14,2026-03-17,Дом,Юг,medium,FBO,west,ads,1
101530,2026-02-01,2026-02-27,Аксессуары,Центр,small,FBO,center,partner,0
101531,2025-11-13,2025-11-17,Одежда,Москва и МО,medium,FBO,west,partner,1
101532,2023-09-04,2023-10-05,Детские товары,Дальний Восток,micro,mixed,south,organic,1
101533,2025-12-15,2026-01-06,Одежда,Центр,micro,mixed,center,offline_event,1
101534,2025-09-29,2025-11-29,Одежда,Центр,micro,FBS,east,offline_event,1
101535,2024-01-11,2024-03-07,Одежда,Санкт-Петербург,small,FBS,center,organic,1
101536,2025-07-15,2025-08-09,Красота,Юг,micro,FBO,north,organic,1
101537,2023-12-24,2024-01-13,Одежда,Юг,micro,FBO,north,partner,1
101538,2024-10-06,2024-10-12,Детские товары,Москва и МО,small,FBO,east,organic,1
101539,2025-04-23,2025-05-19,Одежда,Урал,micro,FBS,south,partner,1
101540,2025-08-19,2025-09-14,Электроника,Поволжье,micro,FBS,north,ads,1
101541,2025-08-21,2025-09-10,Детские товары,Урал,micro,FBO,center,ads,1
101542,2023-08-31,2023-09-10,Одежда,Центр,micro,mixed,south,organic,1
101543,2024-06-02,2024-06-07,Электроника,Урал,micro,FBS,north,ads,1
101544,2025-12-12,2025-12-23,Спорт,Москва и МО,small,FBO,south,offline_event,0
101545,2024-01-04,2024-02-17,Обувь,Сибирь,medium,FBS,south,partner,1
101546,2025-11-22,2026-01-13,Одежда,Дальний Восток,micro,FBO,south,ads,1
101547,2025-05-09,2025-06-17,Детские товары,Сибирь,micro,FBO,center,organic,1
101548,2023-12-08,2023-12-19,Дом,Москва и МО,small,FBS,center,organic,0
101549,2023-10-28,2024-01-22,Аксессуары,Урал,medium,FBS,center,organic,1
101550,2025-09-26,2025-10-25,Аксессуары,Поволжье,micro,FBO,south,organic,1
101551,2024-05-02,2024-06-04,Красота,Центр,micro,FBS,south,ads,1
101552,2025-05-30,2025-07-04,Обувь,Москва и МО,micro,FBO,east,organic,0
101553,2024-03-04,2024-03-31,Дом,Поволжье,medium,FBO,center,partner,1
101554,2023-08-17,2023-09-10,Канцелярия,Центр,small,mixed,east,organic,1
101555,2025-05-17,2025-06-11,Одежда,Москва и МО,medium,FBS,north,organic,1
101556,2026-01-27,2026-03-10,Спорт,Центр,large,FBS,west,referral,1
101557,2023-09-18,2023-10-28,Дом,Центр,micro,FBS,east,organic,1
101558,2023-09-11,2023-09-29,Обувь,Центр,medium,mixed,south,offline_event,0
101559,2023-07-21,2023-07-30,Одежда,Москва и МО,small,FBS,east,organic,1
101560,2024-01-25,2024-02-22,Одежда,Центр,micro,mixed,east,organic,1
101561,2025-10-02,2025-10-18,Спорт,Центр,micro,FBS,north,organic,1
101562,2026-01-09,2026-02-05,Одежда,Москва и МО,micro,FBO,center,organic,1
101563,2024-07-12,2024-07-26,Одежда,Урал,micro,mixed,east,ads,0
101564,2024-08-31,2024-09-23,Одежда,Москва и МО,micro,FBS,center,organic,1
101565,2024-02-18,2024-03-25,Одежда,Центр,small,FBS,south,ads,0
101566,2025-01-05,2025-02-07,Электроника,Урал,micro,FBO,north,ads,1
101567,2025-06-13,2025-07-13,Одежда,Москва и МО,small,FBS,west,organic,1
101568,2025-01-31,2025-02-05,Одежда,Поволжье,small,FBO,north,offline_event,1
101569,2023-09-02,2023-09-14,Дом,Москва и МО,small,FBS,east,organic,0
101570,2024-04-20,2024-05-18,Одежда,Москва и МО,small,mixed,north,partner,1
101571,2025-06-11,2025-07-04,Красота,Поволжье,small,FBO,south,ads,1
101572,2024-06-23,2024-07-18,Одежда,Центр,micro,FBO,north,referral,1
101573,2023-12-19,2023-12-26,Обувь,Урал,micro,FBO,center,organic,1
101574,2024-08-14,2024-09-06,Одежда,Сибирь,small,mixed,north,organic,1
101575,2024-02-15,2024-03-28,Одежда,Центр,small,FBO,west,offline_event,1
101576,2023-11-18,2023-12-11,Дом,Юг,small,FBS,north,organic,0
101577,2025-11-16,2025-12-20,Одежда,Москва и МО,large,FBS,north,referral,1
101578,2024-03-14,2024-04-26,Товары для животных,Москва и МО,small,FBO,north,partner,1
101579,2024-03-20,2024-04-15,Электроника,Санкт-Петербург,micro,FBS,north,partner,1
101580,2023-08-20,2023-09-27,Канцелярия,Сибирь,large,FBS,north,ads,1
101581,2024-05-28,2024-06-12,Дом,Сибирь,medium,FBO,north,organic,1
101582,2024-08-10,2024-09-05,Детские товары,Москва и МО,micro,FBS,center,offline_event,1
101583,2025-05-15,2025-05-30,Одежда,Москва и МО,large,FBS,south,referral,1
101584,2025-02-08,2025-02-26,Канцелярия,Центр,small,FBO,center,ads,1
101585,2026-01-23,2026-02-12,Одежда,Москва и МО,small,FBO,south,offline_event,1
101586,2025-04-03,2025-04-20,Дом,Центр,small,FBO,north,organic,1
101587,2025-05-18,2025-07-01,Дом,Санкт-Петербург,small,mixed,south,partner,0
101588,2025-10-07,2025-10-28,Одежда,Москва и МО,large,FBS,east,referral,1
101589,2024-08-01,2024-09-07,Одежда,Урал,micro,FBS,north,offline_event,0
101590,2025-02-07,2025-02-22,Одежда,Москва и МО,medium,FBS,center,organic,1
101591,2026-01-27,2026-02-16,Красота,Поволжье,medium,FBS,center,ads,0
101592,2023-11-23,2023-12-06,Одежда,Санкт-Петербург,micro,FBS,west,ads,0
101593,2024-11-13,2024-12-28,Электроника,Москва и МО,medium,mixed,center,organic,0
101594,2023-08-31,2023-09-23,Одежда,Москва и МО,micro,mixed,west,ads,1
101595,2025-06-23,2025-06-26,Дом,Санкт-Петербург,micro,FBO,center,organic,0
101596,2026-01-28,2026-02-12,Дом,Центр,small,FBO,west,organic,1
101597,2025-11-18,2026-01-20,Одежда,Юг,micro,FBO,west,ads,0
101598,2024-04-24,2024-05-26,Одежда,Москва и МО,micro,FBO,south,referral,1
101599,2024-04-26,2024-05-13,Обувь,Санкт-Петербург,micro,FBO,center,organic,0
101600,2023-12-25,2024-01-09,Обувь,Центр,micro,FBO,east,offline_event,1
101601,2024-09-17,2024-09-21,Одежда,Москва и МО,medium,FBO,west,organic,1
101602,2024-08-29,2024-09-28,Электроника,Центр,medium,mixed,south,ads,1
101603,2025-12-27,2026-01-20,Одежда,Юг,medium,FBS,east,organic,1
101604,2025-03-15,2025-04-04,Электроника,Юг,micro,mixed,north,partner,1
101605,2024-07-25,2024-07-28,Обувь,Москва и МО,small,FBS,east,organic,1
101606,2024-02-24,2024-03-15,Одежда,Сибирь,medium,FBO,east,organic,1
101607,2024-12-16,2025-01-02,Красота,Санкт-Петербург,micro,FBO,center,ads,0
101608,2024-06-21,2024-07-29,Дом,Москва и МО,small,FBO,center,referral,1
101609,2026-02-19,2026-03-14,Дом,Сибирь,micro,mixed,center,ads,1
101610,2024-01-02,2024-01-23,Одежда,Москва и МО,micro,FBO,center,partner,1
101611,2024-01-08,2024-01-21,Одежда,Сибирь,micro,FBS,west,organic,1
101612,2024-01-17,2024-02-03,Красота,Центр,micro,FBS,north,partner,0
101613,2024-09-09,2024-09-30,Аксессуары,Москва и МО,micro,mixed,center,ads,0
101614,2025-09-09,2025-10-03,Электроника,Урал,medium,FBO,east,organic,1
101615,2024-07-28,2024-09-04,Дом,Москва и МО,small,FBO,north,partner,1
101616,2024-04-19,2024-06-14,Одежда,Юг,micro,FBS,center,organic,1
101617,2026-02-04,2026-03-17,Обувь,Москва и МО,small,FBS,west,referral,1
101618,2024-07-25,2024-08-20,Спорт,Центр,micro,FBS,east,partner,1
101619,2023-10-20,2023-11-16,Обувь,Москва и МО,micro,FBS,north,organic,1
101620,2026-01-23,2026-02-24,Канцелярия,Дальний Восток,medium,FBS,north,ads,1
101621,2023-08-18,2023-09-20,Электроника,Поволжье,micro,FBO,center,ads,1
101622,2025-04-27,2025-05-12,Товары для животных,Центр,small,mixed,east,ads,1
101623,2024-07-01,2024-08-08,Дом,Москва и МО,micro,FBS,center,referral,1
101624,2024-11-19,2025-01-12,Детские товары,Юг,micro,FBO,south,organic,1
101625,2024-11-08,2024-12-08,Обувь,Урал,small,FBO,west,organic,1
101626,2024-04-22,2024-05-08,Аксессуары,Урал,micro,FBO,center,partner,1
101627,2023-12-29,2024-01-09,Детские товары,Урал,large,FBS,center,organic,1
101628,2024-08-30,2024-09-05,Одежда,Москва и МО,large,FBO,south,referral,1
101629,2025-12-12,2026-01-04,Одежда,Санкт-Петербург,large,FBO,center,organic,0
101630,2024-10-31,2024-11-15,Электроника,Юг,medium,FBO,center,organic,1
101631,2023-09-24,2023-10-04,Спорт,Урал,small,FBO,south,ads,1
101632,2024-01-24,2024-02-06,Аксессуары,Санкт-Петербург,micro,FBS,south,referral,0
101633,2025-12-07,2025-12-26,Одежда,Юг,small,FBS,north,partner,1
101634,2025-01-29,2025-05-07,Одежда,Поволжье,large,FBS,west,referral,1
101635,2025-08-29,2025-09-17,Канцелярия,Урал,small,FBO,east,partner,0
101636,2024-01-07,2024-01-29,Спорт,Центр,micro,FBO,west,organic,1
101637,2023-12-17,2024-02-21,Обувь,Юг,small,FBO,center,organic,0
101638,2024-12-28,2025-01-28,Красота,Центр,large,FBS,west,organic,1
101639,2024-07-14,2024-07-23,Одежда,Санкт-Петербург,micro,FBS,south,referral,1
101640,2023-11-12,2023-11-29,Канцелярия,Дальний Восток,large,FBS,center,offline_event,1
101641,2023-08-05,2023-08-21,Спорт,Сибирь,small,mixed,east,organic,1
101642,2024-10-15,2024-10-28,Красота,Санкт-Петербург,micro,FBS,center,organic,1
101643,2024-07-06,2024-07-13,Детские товары,Центр,small,FBS,south,partner,1
101644,2024-08-26,2024-09-04,Спорт,Москва и МО,large,FBO,south,referral,1
101645,2024-08-30,2024-11-16,Электроника,Сибирь,small,FBS,north,partner,1
101646,2024-08-07,2024-09-08,Обувь,Санкт-Петербург,micro,FBO,center,ads,0
101647,2025-09-09,2025-10-14,Обувь,Юг,small,mixed,center,organic,1
101648,2025-11-05,2025-11-27,Детские товары,Санкт-Петербург,medium,mixed,north,organic,1
101649,2025-06-08,2025-07-07,Обувь,Поволжье,small,mixed,center,organic,1
101650,2023-11-21,2023-12-02,Одежда,Центр,small,FBS,north,referral,0
101651,2023-07-13,2023-07-24,Одежда,Центр,small,FBO,south,ads,0
101652,2026-02-23,2026-04-09,Дом,Центр,micro,mixed,north,ads,1
101653,2024-01-03,2024-01-24,Одежда,Сибирь,small,FBO,center,offline_event,1
101654,2025-06-27,2025-07-27,Одежда,Москва и МО,micro,FBS,center,organic,0
101655,2023-09-14,2023-11-11,Детские товары,Москва и МО,micro,FBS,center,organic,1
101656,2025-08-09,2025-09-10,Аксессуары,Сибирь,micro,FBS,center,ads,1
101657,2024-01-10,2024-01-24,Детские товары,Юг,medium,mixed,south,ads,1
101658,2024-11-27,2025-01-02,Обувь,Санкт-Петербург,small,FBS,center,referral,1
101659,2025-06-06,2025-06-25,Аксессуары,Санкт-Петербург,micro,FBS,south,referral,0
101660,2023-07-04,2023-08-13,Дом,Москва и МО,small,FBO,north,ads,1
101661,2024-09-13,2024-09-24,Спорт,Санкт-Петербург,micro,FBO,west,partner,0
101662,2023-11-21,2023-12-22,Дом,Юг,micro,mixed,south,organic,1
101663,2024-05-03,2024-06-25,Аксессуары,Поволжье,medium,mixed,east,partner,0
101664,2025-10-29,2025-11-12,Одежда,Санкт-Петербург,micro,FBO,south,referral,1
101665,2025-07-31,2025-09-27,Спорт,Москва и МО,micro,mixed,north,organic,1
101666,2025-05-01,2025-05-11,Одежда,Юг,medium,FBO,west,organic,0
101667,2023-07-24,2023-08-08,Красота,Урал,small,FBS,south,organic,0
101668,2024-05-10,2024-05-23,Детские товары,Поволжье,small,FBO,south,partner,1
101669,2025-03-15,2025-04-27,Одежда,Санкт-Петербург,medium,FBO,west,partner,1
101670,2025-01-27,2025-03-27,Спорт,Москва и МО,micro,FBS,east,referral,1
101671,2026-02-10,2026-03-30,Товары для животных,Санкт-Петербург,small,mixed,north,organic,1
101672,2024-08-30,2024-09-16,Электроника,Юг,medium,FBO,south,partner,1
101673,2025-10-08,2025-10-22,Аксессуары,Юг,small,mixed,center,partner,0
